name,line
Birna, I beg your pardon! The servants at Kaer Trolde are not mine to command!
Holger, There's reason in these words...
Donar, Have you any proof to confirm your accusation?
Cerys, I've better. I've a witness. Arnvald!
Arnvald, Cerys speaks true. Birna commanded me to poison the mead. When
Crach, You betrayed us? The clan that took you in?!
Birna," Good men! He's a servant to an Craite, a lackey! He will say what"
Lugos, Birna speaks true. Arnvald has served at Kaer Trolde ever since I
Cerys, Twas¹ my father's cupbearer Arnvald who helped him. Birna bribed
Crach, What?! Arnvald?!
Lugos," Aww, shite. Arnvald is Crach's loyal dog."
Birna," I thank you, Lugos... But so be it -- let us hear what slander"
Cerys, He's dead. And I wager it was you who silenced him.
Birna," I am not surprised to see you lie, Cerys... After all, like father,"
Donar," Silence, Birna! And you, Cerys... How do you aim to prove your"
Geralt, Got one more piece of evidence.
Geralt," Arnvald fled Kaer Trolde, rode to an agreed meeting point. The"
Holger, What's that to do with Birna?
Arnvald, Those men wore Clan Tuirseach colors.
Birna, This is no proof. It is inconclusive. Anyone might have donned our
Cerys, A letter from Birna to Arnvald -- instructing him on how to spike
Birna, It lacks my signature. It lacks my seal.
Cerys," But the hand is that of a woman, and you--"
Birna," Hahahaha! Is this your proof, lass? Is this what you call evidence"
Donar," Birna's right, Cerys. 'Tis all precious little proof of her"
Geralt, I can vouch for Cerys. She's telling the truth.
Birna, You? Yet another an Craite lackey? Did Cerys entice you to cooperate?
Crach, What did you say?!
Donar, Calm yourselves!
Udalryk," After what I saw on Spikeroog, I trust the witcher. More than I do"
Birna, You've that right. But it's no proof of my guilt.
Donar," Holger! Lugos! It's time we quit this damn castle. Come, we must decide"
Geralt," I'm sorry, Cerys."
Geralt, You're making a big mistake.
Birna," Silence, wanderer."
Svanrige, Wait! Mother... You bade me to leave the hall before the feast. Why?!
Birna, Son... Not now.
Svanrige, Why did you do it?! How did you know?! How?! You stand silent. You
Birna, Svanrige...I did it for you! Only for you!
Donar, You admit to this deed. As the eldest of the jarls I cleanse the name of
Crach," Birna had a lust for power, I knew this... But so strong as to commit"
Geralt, What about Svanrige? What's his fate?
Crach," He'll lose his home, his name, his honor. He'll choose exile...or"
Crach, So 'tis true... Warriors who become bears...
Geralt, I'd say it's the opposite. I saw their transformative ritual... Our
Crach, The Vildkaarls have been punished. You and Hjalmar saw to that. But
Crach," Hm, but enough. Whatever comes, we must endure. I thank you, Geralt."
Geralt, No need. Again.
Crach, I'll not take any more of this modesty. This is a land of heroes! Let
Geralt, What do you think -- who'll get the nod?
Crach," Come with me, see for yourself. All may listen to our deliberations."
Geralt," I do have a horse in the race. Can't refuse, to be honest."
Crach," As I thought. Well, let's go."
Geralt, Might join you later.
Crach, Countin' on it. As are my children.
Crach, We're just in time.
Geralt, They've already started.
Donar, Weren't long ago we gave King Bran back to the sea. Today our mourning
Crowd, Skellige has chosen!
Crowd, An Craite! An Craite! An Craite!
Hjalmar, I know you've long awaited this day. We strike at Nilfgaard!
Cerys, I know some would see another in my place. I thank those who stood
Crowd, Cerys! Cerys! Cerys! Cerys!
Crowd, Hjalmar! Hjalmar! Hjalmar! Hjalmar!
Cerys," You're an idiot as a brother, but you'll make a good king..."
Hjalmar, I will. And I'm countin on you bein' at my side when we set out
Cerys, Won't you feel silly? Goin' into battle arm in arm with a woman?
Hjalmar," With my sis, of clan an Craite. Bravest lass the Isles ever made."
Hjalmar, You did well.
Cerys, Thought you'd be sulkin'
Hjalmar, Why would I? Showed 'em that even the lasses of Clan an Craite are
Cerys, But I beat you.
Hjalmar," If it had to be so, I'm glad it were you and not someone else."
Geralt, Congratulations. You'll make a great queen.
Cerys, Thank you. Wouldn't be here if it weren't for you.
Geralt, Got a delicate matter I wanted to bring up. Need your help.
Cerys, What is it?
Geralt, Crach's mentioned Ciri to you -- he must've.
Cerys, Have you found her?!
Geralt," Not yet, but I'm close. Problem is, soon as I get her, the Wild"
Cerys," Hmm... I can't leave the Isles now, it's impossible. What I can do is"
Geralt, Think he'll be willing?
Cerys," I'm sure of it... In fact, I think he'll be overjoyed! Come on, you"
Geralt," Yeah, guess I do. Thanks."
Cerys," No doubt he'll be valiant. I hope he¹ proves useful, too. Good luck."
Geralt, What's the new queen of Skellige planning?
Cerys," Umm... To listen, learn and listen again. Then we'll see."
Geralt, Good plan.
Cerys," I must unite the clans. I'd rather avoid war, but if Nilfgaard aims"
Geralt, Drummond folk might be a problem. I saw Lugos during the ceremony --
Cerys, There's always been strife between our clans... But I must try and
Geralt, Keep my fingers crossed. Farewell.
Geralt, You earned this.
Hjalmar," Didn't I, now? Though truth be told, I'd rather 'ave beat a bugger"
Geralt, The Wild Hunt's preparing to attack Kaer Morhen. Could use your help.
Hjalmar, Wraiths at the gate of your witchers' stronghold? You're a friend of
Geralt, Thanks. Won't forget this.
Geralt," What now? Call up the crews, hit Nilfgaard?"
Hjalmar," We go back to the Black Ones now. Come out of the sea at them, we'll"
Geralt," Take care, Hjalmar."
Geralt, You all right?
Hjalmar," So so... Any way you cut it, I was bested by a wench."
Geralt, Not just any wench.
Hjalmar," Aye, true. Suppose if it had to be so, I'm glad it was Cerys."
Geralt, The Wild Hunt's preparing to attack Kaer Morhen. Could use your help.
Hjalmar, Wraiths at the gate of your witchers' stronghold? You're a friend of
Geralt, Thanks. Won't forget this.
Geralt," Not even a little proud of her? Come on, admit it."
Hjalmar," A bit, aye. She is the blood of me blood, bone of me bone. But don't"
Geralt," Yeah. Surprised to see him in that much of a huff, actually."
Hjalmar," Our clans've been buttin' heads, chests, bellies forever. It's the"
Geralt," Take care, Hjalmar."
Geralt, I was afraid you'd never talk to each other again. After that contest
Cerys, Who? Me and Hjalmar? You must be mad.
Geralt, Rivalry certainly seemed serious.
Cerys," Our rivalry's one thing, but we share the same blood -- that's what"
Geralt, Got a delicate matter I wanted to bring up. Need your help.
Cerys, What is it?
Geralt, Crach's mentioned Ciri to you -- he must've.
Cerys, Have you found her?!
Geralt," Not yet, but I'm close. Problem is, soon as I get her, the Wild"
Cerys," I can't go...but do forgive me. Hjalmar's given me tasks, important"
Geralt, I understand. I should go -- gotta keep looking.
Cerys," Good luck, Geralt."
Geralt," So, not mad you lost?"
Cerys," Naturally I'd rather be standin' where he is now, but...my brother's"
Geralt, Farewell.
Geralt, Looks to me you're near bursting with pride.
Crach," Hah! If only you knew, Wolf! Tell me -- what other jarl can boast"
Geralt, Cerys'll make a good queen. Maybe she can finally unite the clans.
Crach," Let's hope. And if not, she'll always have me and Hjalmar. If the"
Geralt," Hjalmar'll make a good king, provided you help him rein in his"
Crach," It'll depend on the matter. His brawlin' days are over, granted. But"
Geralt," So, Ciri was here..."
Geralt, Hm... A dedication to the baron and his wife. Seems they had friends
Geralt, So you're Gretka...
Gretka, I am. And you're Geralt.
Geralt, How'd you know?
Gretka, Because you've white hair and a medallion shaped like a wolf. Ciri told
Geralt," You and Ciri talked a bit, didn't you?"
Gretka, We did.
Geralt, Did she say where she was going? Or what she came here to look for?
Gretka," She said she was looking for you and a sorceress. But you're here, so"
Geralt, Ciri wanted to help a friend? Any idea who it was?
Gretka, What do you mean who? Her friend. She said he was in trouble and
Geralt, Do you know where Ciri is?
Gretka," No. One day I brought her breakfast, and she was already gone. The"
Geralt, Didn't ask where she'd gone?
Gretka," I did, but he said I was too little and I wouldn't understand. But"
Geralt, A gift?
Gretka," Yes, this. A green stone."
Geralt," Beautiful as gifts go. Hide it well, don't show it to anyone. It's"
Geralt, Look familiar?
Gretka, My top! Where'd you find it?
Geralt, Ciri's room.
Gretka," We'd play in her room sometimes. I was sad one day, and Ciri carved"
Geralt," Thanks, Gretka. Have fun."
Gretka, But I'm not playin'. I'm helpin'.
Geralt, Hmm... A tripwire. Never known a monster to set a trap. Someone's here.
Geralt, Movement... Oughta keep my ears open. Rustling...over there.
Geralt, Something's not right... Hmm... A sort of attic... Gotta get up there
Letho," Bravo, Geralt. Avoided all my traps."
Letho, Your reflexes have slowed. Hope you're not hurt. Those were my traps.
Geralt, Letho?!
Letho," Yeah, didn't expect to see you, either. You one of them?"
Geralt," Who's ""them""?"
Letho, To the emperor -- mercenaries. To themselves -- bounty hunters. To me
Geralt," ""Them""? You know I work alone. Question is, what're you doing here?"
Letho, Waiting for them. The ones trying to kill me.
Geralt," Well, got nothing to fear from me."
Letho, Did that already. Count on you remembering that when you collect
Letho, Accidents sure send you to strange places. Till recently this place
Geralt, 
Geralt, Hiding in a place overrun by monsters -- good idea.
Letho, Means people don't wander in by accident. And the ones who come on
Geralt, Assassins?
Geralt, Who'd you piss off this time?
Letho," Emperor just decided to get rid of me -- I'm an inconvenient witness,"
Geralt, Now I understand all the traps.
Letho, Gotten real careful.
Geralt, For good reason.
Geralt, Don't look a bit like lost travelers.
Letho, They're not. Means Louis sold me out.
Geralt, Louis?
Letho," Old friend, kinda. Did a few jobs together once, a while past. Louis"
Geralt, You've grown careless. Let yourself be drawn into a trap.
Letho, Nah. Only traps here are the ones I set.
Geralt, So maybe those men down below wound up here by accident.
Letho, Eat my own boot before I believe that.
Letho, Gotta get rid of them. Coming?
Geralt, Lead the way.
Geralt," This is between you and them. Not my problem, rather not get"
Letho, You got involved when you came here. We'll get rid of them quicker
Geralt, Hrgh. Knew I shouldn't have come here...
Geralt, We got a plan of attack?
Letho, Yeah. Improvise.
Letho, Goddamn fools.
Geralt, Shoddily armed for assassins.
Letho, They're just scouts. Came to see if Louis was telling the truth. Rest
Geralt, And your old pal probably knows where.
Letho, He was the only one knew I'd be here. Must've told them. Think me and
Geralt," Hmm, could be interesting. Love to see it."
Letho, Come along. Sight of two witchers should loosen his tongue that much
Geralt, In that case -- good luck.
Letho, Wanna come with? Sight of two witchers might loosen his tongue
Geralt," Put it that way... All right, I'd love to come."
Geralt," Maybe next time, Letho. Got something else to take care of now."
Letho," Sure. So long, Wolf. Nice seeing you."
Geralt, Same. Don't get killed.
Letho, Stay close to me. It's one of those places that's hard to find if you
Geralt, This Louis -- somehow doubt he's one of your best friends.
Letho," You know how it is in this trade. Drink with someone in the evening,"
Geralt, How'd you meet?
Letho, Was before Foltest kissed this world goodbye. Louis was a wanted man in
Geralt, And that's why you trusted him...? Felt he owed you one?
Letho, I was stupid. Stupidity can cost you. But betrayal costs even more.
Voice," Weapons, men. We got company."
Voice, Who's that comin'?
Voice, The giant with the scarred forehead. And some gray-haired bloke...
Voice, Louis won't be happy.
Louis," Leeethooo, greetings! Good to see you alive and well."
Letho, Oh yeah?
Louis," Course! We're old mates, ain't we...? Who's your friend?"
Geralt, Geralt of Rivia. Witcher.
Louis, Another one? What's this -- prime contract available in the area?
Letho, I don't drink with traitors and rats.
Geralt, Doesn't matter. And don't change the subject.
Louis," Subject? What subject? You just arrived. Sit down, care for a drink?"
Letho, I don't drink with traitors and rats.
Geralt, A new mate. Who knows you're a fink.
Louis," Who-ho! Let's be civil, now. Remember, you're on my turf."
Letho, Arnout Vester's men showed up at the manor. You were the only knew I
Louis, They been nippin' at your heels for a while -- said so yourself. Perhaps
Letho, Mhm. With your help.
Louis, You've not been here five minutes and already you've offended me twice.
Letho, No insult worthy of scum like you.
Louis," Careful, men! They're witchers!"
Bandit, Witchers don't attack humans!
Letho, Make an exception for you.
Letho, Lie still or you'll bleed to death. Tell me where Vester's men are. I'll
Louis, Th-they're north of here. In Lindenvale.
